city,state,lat,lon,population,category
Town_04579,India,25.61711,71.26999,92464,small
Town_04580,India,22.91872,92.44645,366093,medium
Town_04581,India,16.30622,75.27584,42113,small
Town_04582,India,27.80894,75.50169,2110473,large
Town_04583,India,22.20628,78.85522,927942,medium
Town_04584,India,31.86868,95.02824,5010476,large
Town_04585,India,14.03603,85.98457,35914,small
Town_04586,India,27.9393,80.24551,28521,small
Town_04587,India,29.08221,78.75192,827319,medium
Town_04588,India,31.00927,70.44915,51006,small
Town_04589,India,23.22516,72.19911,77657,small
Town_04590,India,33.43435,88.17637,81834,small
Town_04591,India,22.88872,90.8006,23498,small
Town_04592,India,34.42125,91.93163,482817,medium
Town_04593,India,35.07203,92.67973,368106,medium
Town_04594,India,32.77009,85.8765,57296,small
Town_04595,India,24.781,92.85269,746970,medium
Town_04596,India,24.62762,92.70096,539882,medium
Town_04597,India,11.77936,91.02238,12481050,large
Town_04598,India,15.48581,88.54741,91757,small
Town_04599,India,29.21253,75.99798,97621,small
Town_04600,India,24.59926,97.38271,454695,medium
Town_04601,India,25.19372,70.72507,72525,small
Town_04602,India,21.85137,87.94825,24116,small
Town_04603,India,16.79847,70.09187,17876144,large
Town_04604,India,10.28481,78.67855,62794,small
Town_04605,India,19.94134,69.36184,86562,small
Town_04606,India,25.20092,88.66459,77886,small
Town_04607,India,25.15026,68.0613,71060,small
Town_04608,India,31.49316,91.5978,46136,small
Town_04609,India,11.99619,92.20296,724397,medium
Town_04610,India,19.82748,69.22542,532387,medium
Town_04611,India,25.03709,78.63288,476439,medium
Town_04612,India,19.70784,92.43169,69882,small
Town_04613,India,23.65542,88.69799,518832,medium
Town_04614,India,14.62475,68.06001,61599,small
Town_04615,India,16.46926,87.36958,53019,small
Town_04616,India,35.08977,79.39263,38756,small
Town_04617,India,33.16594,95.41032,90060,small
Town_04618,India,12.46323,85.72475,73536,small
Town_04619,India,31.48489,95.07256,77497,small
Town_04620,India,12.06897,90.03205,15471053,large
Town_04621,India,8.03592,90.53787,89801,small
Town_04622,India,29.91591,81.13975,73072,small
Town_04623,India,23.35495,83.58463,70976,small
Town_04624,India,21.38593,85.60759,66226,small
Town_04625,India,18.25957,70.19636,609003,medium
Town_04626,India,12.77852,81.14764,22766,small
Town_04627,India,26.90652,89.01886,752463,medium
Town_04628,India,12.31665,83.79372,827063,medium
Town_04629,India,34.66839,72.37318,83531,small
Town_04630,India,32.52902,93.46012,47591,small
Town_04631,India,29.17811,71.3475,54301,small
Town_04632,India,31.36892,89.80492,87747,small
Town_04633,India,21.86593,89.40987,91716,small
Town_04634,India,18.73342,71.56772,809174,medium
Town_04635,India,8.74263,93.56893,69610,small
Town_04636,India,26.87674,95.74813,87943,small
Town_04637,India,13.88793,87.05789,60874,small
Town_04638,India,22.92113,92.10564,155985,medium
Town_04639,India,25.93051,93.61282,510459,medium
Town_04640,India,33.8641,81.65898,30322,small
Town_04641,India,22.30288,86.81576,101934,medium
Town_04642,India,23.68034,83.63512,926707,medium
Town_04643,India,19.55161,92.2644,53602,small
Town_04644,India,29.24434,88.34608,37881,small
Town_04645,India,18.23541,84.29164,157157,medium
Town_04646,India,23.59842,72.86512,31992,small
Town_04647,India,19.55079,72.62552,4170120,large
Town_04648,India,20.65788,85.42515,81619,small
Town_04649,India,30.19921,91.88764,171694,medium
Town_04650,India,19.264,74.47979,52664,small
Town_04651,India,14.84629,96.36006,79500,small
Town_04652,India,15.82218,69.58319,72456,small
Town_04653,India,11.3284,69.96619,39092,small
Town_04654,India,31.58206,77.13514,372172,medium
Town_04655,India,29.45364,69.30024,473348,medium
Town_04656,India,30.72518,68.13303,84083,small
Town_04657,India,30.9836,69.15438,80413,small
Town_04658,India,27.2239,85.46162,130468,medium
Town_04659,India,31.16875,73.06094,974509,medium
Town_04660,India,11.39505,90.73642,24124,small
Town_04661,India,16.64998,96.05772,68609,small
Town_04662,India,17.90342,87.16588,773639,medium
Town_04663,India,20.22894,80.03701,8783333,large
Town_04664,India,26.04057,90.83143,69176,small
Town_04665,India,33.38058,92.4979,33517,small
Town_04666,India,17.51636,84.88786,75287,small
Town_04667,India,25.30863,71.56268,770223,medium
Town_04668,India,14.69319,89.48594,98436,small
Town_04669,India,34.67331,96.84782,483441,medium
Town_04670,India,19.74185,87.87086,80375,small
Town_04671,India,16.4178,83.17565,9984947,large
Town_04672,India,17.66013,97.34642,17534920,large
Town_04673,India,32.92714,89.65988,71201,small
Town_04674,India,27.32102,97.10635,44090,small
Town_04675,India,8.81241,76.96026,34273,small
Town_04676,India,11.11517,91.25559,8955917,large
Town_04677,India,9.58873,94.23332,85693,small
Town_04678,India,23.53162,90.87041,95164,small
Town_04679,India,32.8265,94.4137,82222,small
Town_04680,India,13.64136,81.46147,48401,small
Town_04681,India,10.81421,84.96096,90849,small
Town_04682,India,13.13619,68.99989,33326,small
Town_04683,India,19.53601,70.45536,700045,medium
Town_04684,India,13.23687,81.47702,56364,small
Town_04685,India,28.11701,81.32765,687046,medium
Town_04686,India,20.8305,91.89805,888248,medium
Town_04687,India,22.55743,76.21512,242051,medium
Town_04688,India,28.73985,73.28597,29922,small
Town_04689,India,26.65609,90.17542,52845,small
Town_04690,India,12.65281,91.43342,14743423,large
Town_04691,India,16.50435,96.46027,614825,medium
Town_04692,India,28.74074,71.46248,40353,small
Town_04693,India,33.38243,86.26168,408880,medium
Town_04694,India,14.83659,75.4979,21541,small
Town_04695,India,12.43303,89.72687,22375,small
Town_04696,India,25.83032,71.90935,236881,medium
Town_04697,India,33.86315,68.43175,67887,small
Town_04698,India,28.64033,96.56521,483295,medium
Town_04699,India,24.36366,96.46113,20820,small
Town_04700,India,14.88121,77.29391,29983,small
Town_04701,India,20.34532,79.16159,51307,small
Town_04702,India,32.02264,73.45467,47331,small
Town_04703,India,10.28343,72.05419,73837,small
Town_04704,India,13.09864,80.76994,76289,small
Town_04705,India,12.88588,89.54754,515605,medium
Town_04706,India,16.35251,74.98303,72312,small
Town_04707,India,28.60721,92.66337,972693,medium
Town_04708,India,24.15983,91.25994,57257,small
Town_04709,India,14.28941,97.30016,8409251,large
Town_04710,India,22.24962,93.84503,194486,medium
Town_04711,India,15.72115,81.13307,98519,small
Town_04712,India,17.48672,75.38841,13480309,large
Town_04713,India,9.33747,83.42607,44501,small
Town_04714,India,33.34278,80.12788,61508,small
Town_04715,India,15.03769,77.25903,41858,small
Town_04716,India,20.84007,75.5594,57340,small
Town_04717,India,12.54501,88.03824,58409,small
Town_04718,India,26.4061,95.7328,581605,medium
Town_04719,India,29.50431,88.08059,69263,small
Town_04720,India,33.99515,73.23511,3181760,large
Town_04721,India,31.24616,88.32519,60150,small
Town_04722,India,11.64388,80.66697,6831737,large
Town_04723,India,11.17181,71.25652,269257,medium
Town_04724,India,23.69286,78.84101,230663,medium
Town_04725,India,27.24677,80.75393,301656,medium
Town_04726,India,18.33344,96.10617,979802,medium
Town_04727,India,23.20311,70.08238,85396,small
Town_04728,India,33.39087,76.72171,40752,small
Town_04729,India,31.4073,89.79399,59580,small
Town_04730,India,21.50024,90.31271,38256,small
Town_04731,India,20.70606,78.60971,153110,medium
Town_04732,India,32.88512,92.69203,850362,medium
Town_04733,India,30.39408,86.83775,49563,small
Town_04734,India,29.28978,93.5358,217062,medium
Town_04735,India,15.71691,82.7638,405846,medium
Town_04736,India,34.51458,82.13284,82469,small
Town_04737,India,22.95498,85.17271,63129,small
Town_04738,India,35.06247,84.68667,39263,small
Town_04739,India,29.56245,76.57213,79311,small
Town_04740,India,11.81079,84.35488,64248,small
Town_04741,India,11.7186,90.82756,28644,small
Town_04742,India,24.78407,71.76094,78771,small
Town_04743,India,18.1023,79.52527,489358,medium
Town_04744,India,11.1483,69.56536,224979,medium
Town_04745,India,16.56001,74.68507,840612,medium
Town_04746,India,8.15877,73.50201,498687,medium
Town_04747,India,13.86196,69.19318,7758750,large
Town_04748,India,22.66519,75.6602,25905,small
Town_04749,India,29.88231,88.6119,243151,medium
Town_04750,India,21.19355,72.73943,7893584,large
Town_04751,India,24.58985,80.05505,16050924,large
Town_04752,India,10.91398,79.32239,96812,small
Town_04753,India,22.17142,69.82289,44509,small
Town_04754,India,33.73638,72.5033,69375,small
Town_04755,India,23.1303,71.57459,93075,small
Town_04756,India,27.63627,95.43835,28652,small
Town_04757,India,32.17841,74.52991,93175,small
Town_04758,India,21.47767,81.41615,485766,medium
Town_04759,India,9.13409,94.52159,40180,small
Town_04760,India,20.43629,85.03462,27958,small
Town_04761,India,21.47429,83.35138,603854,medium
Town_04762,India,16.19574,83.69394,731086,medium
Town_04763,India,12.89479,91.72916,64574,small
Town_04764,India,15.98546,95.80684,673245,medium
Town_04765,India,9.39244,77.50799,583371,medium
Town_04766,India,31.27598,91.19587,67078,small
Town_04767,India,33.70659,82.77058,37662,small
Town_04768,India,17.26269,86.78842,34318,small
Town_04769,India,14.38072,83.11182,530477,medium
Town_04770,India,22.38075,90.61464,628897,medium
Town_04771,India,19.88698,71.80523,22706,small
Town_04772,India,30.69044,72.40129,709541,medium
Town_04773,India,12.02047,96.73976,341340,medium
Town_04774,India,33.51747,72.02912,682875,medium
Town_04775,India,14.71686,79.43559,49285,small
Town_04776,India,24.04658,81.26926,34576,small
Town_04777,India,27.72778,78.53138,32537,small
Town_04778,India,17.23882,89.41882,87081,small
Town_04779,India,12.74213,94.46581,116621,medium
Town_04780,India,16.65719,73.65028,161859,medium
Town_04781,India,22.56023,70.06813,12619726,large
Town_04782,India,8.3513,68.07129,38162,small
Town_04783,India,24.5605,71.32814,97757,small
Town_04784,India,28.46127,78.55489,53958,small
Town_04785,India,12.6683,93.91033,10714201,large
Town_04786,India,9.7474,96.54492,87999,small
Town_04787,India,29.66018,83.77781,23774,small
Town_04788,India,25.84665,84.21322,169593,medium
Town_04789,India,12.3749,86.15063,64307,small
Town_04790,India,14.46778,95.18117,26427,small
Town_04791,India,10.49167,90.51637,354046,medium
Town_04792,India,18.29148,87.9125,72317,small
Town_04793,India,34.37956,89.22002,54640,small
Town_04794,India,25.02434,92.21581,4968507,large
Town_04795,India,31.44764,78.2418,65887,small
Town_04796,India,32.79422,96.72177,35727,small
Town_04797,India,30.48727,86.42676,770164,medium
Town_04798,India,23.05639,88.40383,945545,medium
Town_04799,India,27.48362,71.44204,4359156,large
Town_04800,India,23.1201,94.8633,87897,small
Town_04801,India,23.8823,86.44787,599580,medium
Town_04802,India,24.33843,91.81637,461175,medium
Town_04803,India,10.00246,83.76751,178481,medium
Town_04804,India,32.45061,96.96292,55108,small
Town_04805,India,11.99799,81.01611,482910,medium
Town_04806,India,22.29456,96.65205,38345,small
Town_04807,India,9.10455,96.98657,90119,small
Town_04808,India,23.16214,97.22766,16188608,large
Town_04809,India,30.56785,87.28158,27016,small
Town_04810,India,17.07808,94.37505,90155,small
Town_04811,India,16.97557,97.00152,101996,medium
Town_04812,India,30.48205,94.98572,361705,medium
Town_04813,India,29.6652,70.18028,13451367,large
Town_04814,India,35.25706,96.81128,69857,small
Town_04815,India,9.18004,91.74633,880886,medium
Town_04816,India,19.89405,70.51026,156417,medium
Town_04817,India,28.51476,78.59262,585644,medium
Town_04818,India,32.86823,90.52265,81650,small
Town_04819,India,15.43639,84.45716,11791044,large
Town_04820,India,16.23397,86.42919,15850096,large
Town_04821,India,24.94978,83.26056,36205,small
Town_04822,India,26.54312,94.65401,571522,medium
Town_04823,India,14.48604,93.32016,687052,medium
Town_04824,India,8.8678,78.10296,2287066,large
Town_04825,India,24.65666,75.27948,46922,small
Town_04826,India,32.06871,79.40839,13373823,large
Town_04827,India,31.00611,89.47887,79845,small
Town_04828,India,31.29536,76.23414,91048,small
Town_04829,India,8.06731,74.35468,49231,small
Town_04830,India,11.68951,89.47793,11681312,large
Town_04831,India,19.1012,85.01938,87239,small
Town_04832,India,35.12299,82.85422,54775,small
Town_04833,India,13.83411,92.68475,58719,small
Town_04834,India,16.97445,78.2549,99755,small
Town_04835,India,13.10665,82.67603,16428127,large
Town_04836,India,13.52526,86.21338,58238,small
Town_04837,India,12.81398,89.33555,200043,medium
Town_04838,India,18.92597,91.22782,54160,small
Town_04839,India,11.22059,86.69769,172296,medium
Town_04840,India,21.19377,92.5235,99352,small
Town_04841,India,15.60828,80.90899,88589,small
Town_04842,India,33.31492,70.40194,430811,medium
Town_04843,India,32.04542,94.38875,23930,small
Town_04844,India,24.1203,93.73924,975910,medium
Town_04845,India,25.34658,97.37762,90871,small
Town_04846,India,14.96344,86.03048,20496,small
Town_04847,India,10.1937,92.18687,737125,medium
Town_04848,India,29.73696,82.12341,140759,medium
Town_04849,India,31.90229,82.54552,105824,medium
Town_04850,India,28.63566,81.96885,85695,small
Town_04851,India,12.04521,87.14812,17516591,large
Town_04852,India,23.59692,82.36736,431315,medium
Town_04853,India,34.61091,70.89575,57606,small
Town_04854,India,31.18723,83.78847,90934,small
Town_04855,India,8.89585,68.49803,24709,small
Town_04856,India,14.178,74.85217,32671,small
Town_04857,India,15.50416,73.62207,2018167,large
Town_04858,India,13.10779,93.797,63101,small
Town_04859,India,34.97675,75.86721,214225,medium
Town_04860,India,24.45657,77.13113,50564,small
Town_04861,India,13.53816,96.58054,54756,small
Town_04862,India,31.76361,86.56859,37179,small
Town_04863,India,28.8964,71.78547,63924,small
Town_04864,India,35.37947,77.46589,10525445,large
Town_04865,India,11.22255,77.29592,11458670,large
Town_04866,India,29.83953,86.01022,95704,small
Town_04867,India,15.73867,73.1921,99119,small
Town_04868,India,16.7596,83.83053,406043,medium
Town_04869,India,21.52082,68.5102,73540,small
Town_04870,India,26.07861,73.22778,55877,small
Town_04871,India,20.22958,78.12449,38966,small
Town_04872,India,17.9787,82.10849,38939,small
Town_04873,India,22.90052,79.38577,77640,small
Town_04874,India,11.91269,97.22728,99410,small
Town_04875,India,27.15648,94.21247,12469064,large
Town_04876,India,24.25567,97.23177,65013,small
Town_04877,India,31.96565,85.07452,317166,medium
Town_04878,India,33.18717,94.78097,13156779,large
Town_04879,India,32.52206,81.3228,98966,small
Town_04880,India,18.6804,80.01748,25246,small
Town_04881,India,21.76055,85.4629,563589,medium
Town_04882,India,30.47172,89.70615,79322,small
Town_04883,India,8.65845,72.60953,180269,medium
Town_04884,India,27.19508,93.80046,48773,small
Town_04885,India,20.85614,84.43539,11543858,large
Town_04886,India,16.10069,72.64635,639494,medium
Town_04887,India,17.48707,90.52176,26787,small
Town_04888,India,19.11672,77.99394,97981,small
Town_04889,India,14.2678,91.71808,364443,medium
Town_04890,India,31.05084,68.7409,33014,small
Town_04891,India,35.04138,70.4025,120739,medium
Town_04892,India,12.41357,69.11007,23936,small
Town_04893,India,15.58125,70.56224,70101,small
Town_04894,India,20.56626,89.69742,11886815,large
Town_04895,India,32.09762,73.56336,300631,medium
Town_04896,India,15.80738,78.48006,83197,small
Town_04897,India,13.30285,81.03904,472505,medium
Town_04898,India,23.7138,95.76706,20536,small
Town_04899,India,29.76814,80.64041,56457,small
Town_04900,India,29.19455,90.98757,278584,medium
Town_04901,India,19.19101,68.27684,23059,small
Town_04902,India,20.52991,95.87428,69945,small
Town_04903,India,21.12303,87.77835,32298,small
Town_04904,India,15.79658,86.57818,71378,small
Town_04905,India,14.60872,96.18886,94252,small
Town_04906,India,9.4255,85.64989,576406,medium
Town_04907,India,21.41164,73.84024,856667,medium
Town_04908,India,29.1681,85.75333,60403,small
Town_04909,India,35.18941,69.8691,599885,medium
Town_04910,India,27.84145,83.3232,29151,small
Town_04911,India,17.81291,70.96984,88890,small
Town_04912,India,34.62754,70.56774,91065,small
Town_04913,India,27.34977,86.8508,52433,small
Town_04914,India,27.28896,80.37882,49154,small
Town_04915,India,35.15577,83.7043,237379,medium
Town_04916,India,12.06866,73.16094,8400378,large
Town_04917,India,8.25352,76.5378,97731,small
Town_04918,India,26.97833,96.41213,31399,small
Town_04919,India,15.9552,69.28963,68129,small
Town_04920,India,11.4526,79.51788,74308,small
Town_04921,India,15.76425,88.02737,82850,small
Town_04922,India,31.99174,95.83256,92591,small
Town_04923,India,35.095,92.32147,98396,small
Town_04924,India,22.77778,74.63658,50564,small
Town_04925,India,11.62843,92.94756,90146,small
Town_04926,India,32.91395,75.97121,74871,small
Town_04927,India,21.46457,68.67972,712765,medium
Town_04928,India,17.78121,71.25584,29584,small
Town_04929,India,10.52384,85.53893,593534,medium
Town_04930,India,18.60007,82.09385,30197,small
Town_04931,India,29.59593,69.75629,33451,small
Town_04932,India,32.04269,83.94378,68866,small
Town_04933,India,27.04605,81.54328,84814,small
Town_04934,India,26.5727,71.45684,73731,small
Town_04935,India,28.99963,84.67821,620380,medium
Town_04936,India,26.78087,91.07314,41780,small
Town_04937,India,17.14519,83.2096,67559,small
Town_04938,India,13.1547,89.92851,7160648,large
Town_04939,India,28.44155,76.3736,202179,medium
Town_04940,India,13.52905,81.9503,716533,medium
Town_04941,India,12.92301,90.69322,485433,medium
Town_04942,India,11.03803,78.05338,96331,small
Town_04943,India,18.89596,78.03472,96259,small
Town_04944,India,34.45095,72.02259,31146,small
Town_04945,India,12.96447,77.13817,428589,medium
Town_04946,India,33.13074,81.25682,159467,medium
Town_04947,India,18.89775,69.80263,32034,small
Town_04948,India,10.30097,77.98419,263676,medium
Town_04949,India,26.19243,90.02455,94985,small
Town_04950,India,31.84042,85.97042,444594,medium
Town_04951,India,25.36388,95.28255,380349,medium
Town_04952,India,34.01792,76.0595,58587,small
Town_04953,India,17.65424,70.58628,93491,small
Town_04954,India,31.59927,85.98119,77633,small
Town_04955,India,15.13181,88.49084,34210,small
Town_04956,India,11.67821,87.23336,34950,small
Town_04957,India,33.97971,87.6327,30206,small
Town_04958,India,13.06201,73.29516,34683,small
Town_04959,India,29.99354,79.39018,91441,small
Town_04960,India,34.03394,89.22932,319699,medium
Town_04961,India,11.34121,85.87872,513554,medium
Town_04962,India,9.04849,78.40837,59919,small
Town_04963,India,8.75957,90.67288,91239,small
Town_04964,India,18.02485,96.43864,80232,small
Town_04965,India,14.36951,73.2024,51935,small
Town_04966,India,18.23963,84.81588,84333,small
Town_04967,India,26.71414,82.89996,414080,medium
Town_04968,India,22.98869,91.32409,53601,small
Town_04969,India,27.35224,88.1685,57696,small
Town_04970,India,11.36003,75.75352,6413205,large
Town_04971,India,24.11315,80.69216,493036,medium
Town_04972,India,19.65452,80.95887,11734884,large
Town_04973,India,17.30861,86.18925,503745,medium
Town_04974,India,13.61013,70.25222,152315,medium
Town_04975,India,8.06259,96.59049,45772,small
Town_04976,India,35.4016,96.81692,92764,small
Town_04977,India,12.96366,92.14313,156569,medium
Town_04978,India,29.12978,88.18528,62834,small
Town_04979,India,27.74843,96.20923,50755,small
Town_04980,India,22.59714,93.81904,91906,small
Town_04981,India,22.38693,71.08802,91244,small
Town_04982,India,30.59616,97.27833,394444,medium
Town_04983,India,15.78213,85.76657,144700,medium
Town_04984,India,23.68274,86.95801,5499658,large
Town_04985,India,8.04669,72.37399,80706,small
Town_04986,India,25.52735,84.97529,58188,small
Town_04987,India,20.02332,88.94198,427204,medium
Town_04988,India,13.94554,78.41159,64850,small
Town_04989,India,19.48496,80.59534,21501,small
Town_04990,India,14.39893,94.3394,34587,small
Town_04991,India,19.91191,71.99227,44509,small
Town_04992,India,8.21506,72.81487,84210,small
Town_04993,India,18.38711,96.81198,69983,small
Town_04994,India,35.06323,95.67745,57362,small
Town_04995,India,26.51698,80.37012,265638,medium
Town_04996,India,9.03969,80.3423,865634,medium
Town_04997,India,29.48191,68.52953,1935697,large
Town_04998,India,9.82258,72.70155,347595,medium
Town_04999,India,34.38247,84.65327,94798,small
Town_05000,India,23.92537,88.31583,69752,small
Town_05001,India,22.85728,94.54853,64246,small
Town_05002,India,13.70577,84.09808,54811,small
Town_05003,India,22.3198,76.69567,740705,medium
Town_05004,India,30.66534,87.22438,986389,medium
Town_05005,India,23.72122,71.2927,33992,small
Town_05006,India,17.10909,96.71702,11860019,large
Town_05007,India,14.20252,85.31921,654965,medium
Town_05008,India,34.165,78.81913,87207,small
Town_05009,India,23.01511,84.11246,89853,small
Town_05010,India,11.37009,72.28536,53563,small
Town_05011,India,26.76308,82.64383,808879,medium
Town_05012,India,31.77384,72.04671,10412112,large
Town_05013,India,16.87196,80.5747,44194,small
Town_05014,India,22.6651,96.99678,96095,small
Town_05015,India,17.23205,96.57164,349017,medium
Town_05016,India,34.26466,91.23641,36289,small
Town_05017,India,10.71886,96.20148,70697,small
Town_05018,India,19.85696,79.01547,75570,small
Town_05019,India,17.53194,83.34356,839505,medium
Town_05020,India,23.54711,91.8175,52709,small
Town_05021,India,29.39222,93.90594,20283,small
Town_05022,India,18.16262,90.60503,11559942,large
Town_05023,India,11.75576,79.92646,755037,medium
Town_05024,India,33.63116,83.44337,55227,small
Town_05025,India,21.81398,95.12506,36023,small
Town_05026,India,31.81448,85.3287,509631,medium
Town_05027,India,24.29709,69.09337,648247,medium
Town_05028,India,19.01069,77.4635,8692178,large
Town_05029,India,23.24265,89.07609,13852409,large
Town_05030,India,26.93302,90.86812,89131,small
Town_05031,India,30.99025,68.96696,54904,small
Town_05032,India,20.97183,73.2863,50270,small
Town_05033,India,17.53751,83.66453,49776,small
Town_05034,India,33.48054,69.48963,31730,small
Town_05035,India,32.29504,73.97346,685749,medium
Town_05036,India,13.55889,96.61395,21465,small
Town_05037,India,29.66884,73.56071,30184,small
Town_05038,India,33.48579,95.83553,83259,small
Town_05039,India,15.72829,74.93438,21741,small
Town_05040,India,8.08409,80.537,788280,medium
Town_05041,India,31.57633,88.90967,49050,small
Town_05042,India,33.44589,84.16721,8717959,large
Town_05043,India,32.25807,94.88804,35966,small
Town_05044,India,9.01043,94.92023,868999,medium
Town_05045,India,12.96997,92.83176,46593,small
Town_05046,India,24.1793,93.98923,75382,small
Town_05047,India,27.5955,82.25079,14330645,large
Town_05048,India,16.83666,80.02506,97788,small
Town_05049,India,13.10592,92.85302,498181,medium
Town_05050,India,21.73275,75.23939,94418,small
Town_05051,India,27.55192,88.96398,98413,small
Town_05052,India,19.46996,88.57869,325349,medium
Town_05053,India,10.15754,87.19683,204078,medium
Town_05054,India,23.35815,79.86344,14003682,large
Town_05055,India,35.32532,90.48282,79544,small
Town_05056,India,27.3441,86.77293,14712151,large
Town_05057,India,23.79066,74.32017,81649,small
Town_05058,India,25.51452,94.81405,23321,small
Town_05059,India,15.88657,82.15294,8978825,large
Town_05060,India,20.00412,70.52618,41178,small
Town_05061,India,18.19832,71.8843,27924,small
Town_05062,India,32.13033,91.0233,17763475,large
Town_05063,India,10.03711,78.98524,5534730,large
Town_05064,India,19.99955,76.42689,60273,small
Town_05065,India,26.70301,69.31498,35400,small
Town_05066,India,23.13339,69.10905,69676,small
Town_05067,India,20.60438,79.12801,46929,small
Town_05068,India,27.62775,76.55682,80749,small
Town_05069,India,26.71622,80.76375,29248,small
Town_05070,India,15.22707,87.97506,58493,small
Town_05071,India,11.98003,89.68731,471346,medium
Town_05072,India,8.31524,71.41952,7303359,large
Town_05073,India,30.86486,93.3632,1002184,large
Town_05074,India,32.81976,77.82773,8473781,large
Town_05075,India,34.55555,94.77663,33556,small
Town_05076,India,33.57076,94.72882,813872,medium
Town_05077,India,12.88126,69.5647,50303,small
Town_05078,India,30.74147,75.2938,81603,small
Town_05079,India,19.28795,72.9406,83619,small
Town_05080,India,13.57275,77.76774,92123,small
Town_05081,India,15.02026,94.49596,84211,small
Town_05082,India,32.21983,95.17679,634415,medium
Town_05083,India,10.90765,79.87848,38103,small
Town_05084,India,31.85566,95.43444,52228,small
Town_05085,India,13.85335,86.04742,63855,small
Town_05086,India,32.53674,84.76452,99186,small
Town_05087,India,12.04206,77.66412,394004,medium
Town_05088,India,34.63706,84.76295,47212,small
Town_05089,India,29.82046,70.07169,42622,small
Town_05090,India,34.81594,88.7568,63530,small
Town_05091,India,19.27087,68.90738,20485,small
Town_05092,India,20.70328,85.99699,516087,medium
Town_05093,India,27.15274,71.41941,45370,small
Town_05094,India,32.99365,97.02573,9014235,large
Town_05095,India,12.23773,75.10262,48571,small
Town_05096,India,27.82214,85.50929,806802,medium
Town_05097,India,35.27538,91.49884,70310,small
Town_05098,India,11.60648,93.59906,44956,small
Town_05099,India,29.69009,83.53221,607298,medium
Town_05100,India,25.95381,86.44931,209778,medium
Town_05101,India,23.44914,86.97542,31286,small
Town_05102,India,23.8094,68.70015,87592,small
Town_05103,India,32.45243,78.76462,22038,small
Town_05104,India,26.65831,90.07392,78141,small
Town_05105,India,28.12378,94.33245,55213,small
Town_05106,India,29.32316,80.90095,871303,medium
Town_05107,India,13.58459,71.24068,836038,medium
Town_05108,India,17.45447,69.25179,683357,medium
Town_05109,India,34.56521,85.53346,84714,small
Town_05110,India,11.20844,69.4889,39758,small
Town_05111,India,16.6369,91.86613,63870,small
Town_05112,India,15.95125,68.80155,34510,small
Town_05113,India,22.81126,73.93949,3125173,large
Town_05114,India,20.81982,94.6344,81157,small
Town_05115,India,29.13661,78.09898,86994,small
Town_05116,India,24.1561,89.28416,583098,medium
Town_05117,India,23.48873,86.00435,697367,medium
Town_05118,India,9.01776,82.163,819157,medium
Town_05119,India,27.23501,88.93976,48060,small
Town_05120,India,22.6043,74.07336,428352,medium
Town_05121,India,28.08997,95.5169,76280,small
Town_05122,India,17.41288,73.71136,599372,medium
Town_05123,India,14.67887,70.90312,82370,small
Town_05124,India,17.72093,73.20567,26155,small
Town_05125,India,24.60432,85.27586,786463,medium
Town_05126,India,11.93192,77.04059,57459,small
Town_05127,India,33.25,83.89539,136400,medium
Town_05128,India,29.07,76.94126,40402,small
Town_05129,India,28.65545,68.07575,613922,medium
Town_05130,India,11.79186,84.52727,90666,small
Town_05131,India,12.08757,86.20564,24360,small
Town_05132,India,30.17673,83.75666,214411,medium
Town_05133,India,29.52136,90.38047,439595,medium
Town_05134,India,22.75843,72.2352,48007,small
Town_05135,India,33.05879,91.68394,31154,small
Town_05136,India,22.02148,81.5658,76378,small
Town_05137,India,12.98779,70.97567,84676,small
Town_05138,India,26.33729,72.29764,13599178,large
Town_05139,India,19.58388,93.87121,651167,medium
Town_05140,India,34.26105,72.43857,94237,small
Town_05141,India,33.77086,70.8092,756020,medium
Town_05142,India,21.83675,85.92502,455940,medium
Town_05143,India,20.31234,93.62747,981991,medium
Town_05144,India,24.86582,75.85719,1319016,large
Town_05145,India,18.2223,94.7539,97687,small
Town_05146,India,28.11303,90.60673,193206,medium
Town_05147,India,32.43667,69.41107,863037,medium
Town_05148,India,33.40846,90.75966,16513194,large
Town_05149,India,32.54211,95.74046,88445,small
Town_05150,India,26.44023,97.29638,602939,medium
Town_05151,India,25.10142,79.77705,79888,small
Town_05152,India,29.48814,83.66656,722944,medium
Town_05153,India,28.3907,96.47357,587974,medium
Town_05154,India,17.38392,68.97417,84017,small
Town_05155,India,20.69099,82.81043,72483,small
Town_05156,India,30.87062,76.92794,37581,small
Town_05157,India,29.94247,88.12869,38223,small
Town_05158,India,23.72615,87.77814,60425,small
Town_05159,India,32.01964,79.19009,98089,small
Town_05160,India,17.2987,70.48153,872824,medium
Town_05161,India,29.9469,68.78512,72158,small
Town_05162,India,18.27382,69.09086,26238,small
Town_05163,India,8.11953,82.11277,27764,small
Town_05164,India,8.24273,93.90974,85466,small
Town_05165,India,13.90427,70.90497,918267,medium
Town_05166,India,10.87945,69.13404,59085,small
Town_05167,India,15.26127,89.2623,614849,medium
Town_05168,India,16.11013,95.98381,570440,medium
Town_05169,India,8.4608,88.13661,78087,small
Town_05170,India,24.88732,72.99581,78992,small
Town_05171,India,19.66997,76.59498,82047,small
Town_05172,India,15.74787,96.25979,65618,small
Town_05173,India,14.25529,91.3121,37878,small
Town_05174,India,26.87415,83.99553,86015,small
Town_05175,India,15.59504,76.25759,42960,small
Town_05176,India,13.62206,83.4867,94552,small
